coc_id,year,cells_observed,cells_yes,crim_activity_index,engaged_policymakers_crim,engaged_law_enforce_crim,implemented_anticrim_practice,1a_1a,1a_1b,1a_2,1a_3,1a_4,1b_1_1_meetings,1b_1_1_voted,1b_1_1_ces,1b_1_2_meetings,1b_1_2_voted,1b_1_2_ces,1b_1_3_meetings,1b_1_3_voted,1b_1_3_ces,1b_1_4_meetings,1b_1_4_voted,1b_1_4_ces,1b_1_5_meetings,1b_1_5_voted,1b_1_5_ces,1b_1_6_meetings,1b_1_6_voted,1b_1_6_ces,1b_1_7_meetings,1b_1_7_voted,1b_1_7_ces,1b_1_8_meetings,1b_1_8_voted,1b_1_8_ces,1b_1_9_meetings,1b_1_9_voted,1b_1_9_ces,1b_1_10_meetings,1b_1_10_voted,1b_1_10_ces,1b_1_11_meetings,1b_1_11_voted,1b_1_11_ces,1b_1_12_meetings,1b_1_12_voted,1b_1_12_ces,1b_1_13_meetings,1b_1_13_voted,1b_1_13_ces,1b_1_14_meetings,1b_1_14_voted,1b_1_14_ces,1b_1_15_meetings,1b_1_15_voted,1b_1_15_ces,1b_1_16_meetings,1b_1_16_voted,1b_1_16_ces,1b_1_17_meetings,1b_1_17_voted,1b_1_17_ces,1b_1_18_meetings,1b_1_18_voted,1b_1_18_ces,1b_1_19_meetings,1b_1_19_voted,1b_1_19_ces,1b_1_20_meetings,1b_1_20_voted,1b_1_20_ces,1b_1_21_meetings,1b_1_21_voted,1b_1_21_ces,1b_1_22_meetings,1b_1_22_voted,1b_1_22_ces,1b_1_23_meetings,1b_1_23_voted,1b_1_23_ces,1b_1_24_meetings,1b_1_24_voted,1b_1_24_ces,1b_1_25_meetings,1b_1_25_voted,1b_1_25_ces,1b_1_26_meetings,1b_1_26_voted,1b_1_26_ces,1b_1_27_meetings,1b_1_27_voted,1b_1_27_ces,1b_1_28_meetings,1b_1_28_voted,1b_1_28_ces,1b_1_29_meetings,1b_1_29_voted,1b_1_29_ces,1b_1_30_meetings,1b_1_30_voted,1b_1_30_ces,1b_1_31_meetings,1b_1_31_voted,1b_1_31_ces,1b_1_32_meetings,1b_1_32_voted,1b_1_32_ces,1b_1_33_meetings,1b_1_33_voted,1b_1_33_ces,1c_1_1,1c_1_2,1c_1_3,1c_1_4,1c_1_5,1c_1_6,1c_1_7,1c_1_8,1c_1_9,1c_1_10,1c_1_11,1c_1_12,1c_1_13,1c_1_14,1c_1_15,1c_1_16,1c_1_17,1c_3_1,1c_3_2,1c_3_3,1c_3_4,1c_3_5,1c_4_1,1c_4_2,1c_4_3,1c_4_4,1c_4c_1_mou,1c_4c_1_oth,1c_4c_2_mou,1c_4c_2_oth,1c_4c_3_mou,1c_4c_3_oth,1c_4c_4_mou,1c_4c_4_oth,1c_4c_5_mou,1c_4c_5_oth,1c_4c_6_mou,1c_4c_6_oth,1c_4c_7_mou,1c_4c_7_oth,1c_4c_8_mou,1c_4c_8_oth,1c_4c_9_mou,1c_4c_9_oth,1c_7_pha_name_1,1c_7_ph_hhm_1,1c_7_ph_limit_hhm_1,1c_7_psh_1,1c_7_pha_name_2,1c_7_ph_hhm_2,1c_7_ph_limit_hhm_2,1c_7_psh_2,1c_7b_1,1c_7b_2,1c_7b_3,1c_7b_4,1c_7c_1,1c_7c_2,1c_7c_3,1c_7c_4,1c_7c_5,1c_7c_6,1c_7c_7,1c_7d_1,1c_7e,1d_1_1,1d_1_2,1d_1_3,1d_1_4,1d_2_1,1d_2_2,1d_2_3,1d_4_1_policymakers,1d_4_1_prevent_crim,1d_4_2_policymakers,1d_4_2_prevent_crim,1d_4_3_policymakers,1d_4_3_prevent_crim,1d_5_hmis,1d_5_2023,1d_5_2024,1d_6_1,1d_6_2,1d_6_3,1d_6_4,1d_6_5,1d_9_2,1d_10a_1_years,1d_10a_1_unsheltered,1d_10a_2_years,1d_10a_2_unsheltered,1d_10a_3_years,1d_10a_3_unsheltered,1e_1_1,1e_2_1,1e_2_2,1e_2_3,1e_2_4,1e_2_5,1e_2a_1,1e_2a_2,1e_2a_3,1e_4a,1e_5_1,1e_5_2,1e_5a,1e_5b,1e_5c,1e_5d,2a_1,2a_2,2a_3,2a_5_1_non_vsp,2a_5_1_vsp,2a_5_1_hmis,2a_5_1_coverage,2a_5_3_non_vsp,2a_5_3_vsp,2a_5_3_hmis,2a_5_3_coverage,2a_5_4_non_vsp,2a_5_4_vsp,2a_5_4_hmis,2a_5_4_coverage,2a_5_5_non_vsp,2a_5_5_vsp,2a_5_5_hmis,2a_5_5_coverage,2a_5_6_non_vsp,2a_5_6_vsp,2a_5_6_hmis,2a_5_6_coverage,2a_6,2b_1,2b_2,3a_1,3a_2,3c_1,4a_1
PA-509,2024,6,6,1.0,1,1,1,PA-509,Eastern Pennsylvania CoC,Commonwealth of Pennsylvania - Department of Community and Economic Development,CA,Commonwealth of Pennsylvania - Department of Commu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Cumberland County Housing Authority,10%,No,Yes,Franklin County Housing Authority,100%,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,58.0,58.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,05/24/2024,8,8,8,8,3,3,08/05/2024,Yes,Yes,Yes,Yes,Yes,100,48,PH-PSH,No,,,10/08/2024,Yes,10/28/2024,10/28/2024,Eccovia/ClientTrack,Multiple CoCs,05/09/2024,1132,282,1222,0.8642,575,11,343,0.5853,926,326,1252,1.0,994,25,628,0.6163,152,0,69,0.4539,Yes,01/24/2024,05/08/2024,Yes,Yes,No,Yes
PA-510,2023,6,3,0.5,1,1,0,PA-510,Lancaster City & County CoC,Lancaster County Redevelopment Authority,CA,Lancaster County Redevelopment Authority,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Nonexistent,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Nonexistent,Nonexistent,Nonexistent,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Lancaster City Housing Authority,20%,Yes,No,Lancaster County Housing Authority,20%,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,18.0,18.0,1.0,Yes,No,Yes,No,Yes,No,HMIS,122,150,Yes,Yes,Yes,Yes,Yes,09/26/2023,9,2,9,2,9,2,08/25/2023,Yes,Yes,Yes,Yes,Yes,75,17,PH-PSH,Yes,No,Yes,09/13/2023,Yes,09/26/2023,09/26/2023,Caseworthy,Single CoC,04/25/2023,285,36,249,1.0,313,32,240,0.8541,62,0,62,1.0,236,0,167,0.7076,108,0,50,0.463,Yes,01/24/2023,04/25/2023,No,No,No,No
PA-510,2024,6,3,0.5,1,1,0,PA-510,Lancaster City & County CoC,Lancaster County Redevelopment Authority,CA,Lancaster County Redevelopment Authority,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Lancaster City Housing Authority,20%,Yes,No,Lancaster County Housing Authority,20%,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,18.0,18.0,1.0,Yes,No,Yes,No,Yes,No,HIC,103,137,Yes,Yes,Yes,Yes,Yes,04/15/2024,4,4,4,4,1,1,08/07/2024,Yes,Yes,Yes,Yes,Yes,100,16,PH-PSH,Yes,No,Yes,10/14/2024,Yes,10/28/2024,10/28/2024,Caseworthy,Single CoC,04/29/2024,250,36,286,1.0,287,32,304,0.953,37,0,37,1.0,250,0,233,0.932,0,0,0,0.0,Yes,01/24/2024,03/19/2024,No,Yes,No,Yes
PA-511,2022,6,2,0.333,1,1,0,PA-511,"Bristol, Bensalem/Bucks County CoC",County of Bucks,CA,County of Bucks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Bucks County Housing Authority,15%,Yes,Yes,,,,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,6.0,5.0,0.83,Yes,No,Yes,No,No,No,HMIS,208,166,Yes,Yes,Yes,Yes,Yes,09/27/2022,0,1,1,1,0,1,08/09/2022,Yes,Yes,Yes,Yes,Yes,100,8,Tie,Yes,Yes,Yes,09/13/2022,Yes,09/27/2022,09/27/2022,Eccovia,Single CoC,04/27/2022,217,17,133,0.665,129,0,124,0.9612,166,19,147,1.0,112,0,72,0.6429,,,,,Yes,01/25/2022,04/27/2022,Yes,Yes,No,Yes
PA-511,2024,6,6,1.0,1,1,1,PA-511,"Bristol, Bensalem/Bucks County CoC",County of Bucks,CA,County of Bucks,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Bucks County Housing Authority,15%,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,10.0,10.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HMIS,276,327,Yes,Yes,Yes,Yes,Yes,07/25/2024,46,13,5,0,5,0,08/19/2024,Yes,Yes,Yes,Yes,Yes,125,10,PH-RRH,Yes,Yes,Yes,10/14/2024,Yes,10/25/2024,10/24/2024,Eccovia,Single CoC,04/26/2024,147,15,138,0.9388,93,0,88,0.9462,243,34,209,1.0,100,0,100,1.0,,,,,Yes,01/23/2024,05/06/2024,Yes,Yes,No,Yes
PA-512,2024,6,6,1.0,1,1,1,PA-512,York City & County CoC,County of York,CA,County of York,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Housing Authority of the City of York,18%,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,14.0,14.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HMIS,120,147,Yes,Yes,Yes,Yes,Yes,10/01/2023,5,3,6,3,2,1,08/06/2024,Yes,Yes,Yes,Yes,Yes,139,13,PH-RRH,No,No,No,10/13/2024,Yes,10/26/2024,10/26/2024,WellSky,Single CoC,05/07/2024,219,20,239,1.0,77,25,102,1.0,170,0,170,1.0,233,0,233,1.0,130,0,130,1.0,Yes,01/24/2024,05/08/2024,Yes,Yes,No,Yes
PA-600,2023,6,3,0.5,1,1,0,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Allegheny County Department of Human Services,UFA,Allegheny County Department of Human Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Allegheny County Housing Authority,12%,Yes,Yes,Housing Authority of the City of Pittsburgh,13%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35.0,35.0,1.0,Yes,No,Yes,No,Yes,No,HIC,885,879,Yes,Yes,Yes,Yes,Yes,09/22/2023,2,1,3,1,2,1,08/11/2023,Yes,Yes,Yes,Yes,Yes,110,36,PH-PSH,Yes,Yes,No,09/13/2023,Yes,09/22/2023,09/22/2023,Green River,Single CoC,04/28/2023,895,95,800,1.0,160,0,160,1.0,879,178,701,1.0,1985,0,1985,1.0,40,0,40,1.0,Yes,01/24/2023,04/28/2023,Yes,Yes,No,No
PA-600,2024,6,4,0.667,1,1,1,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Allegheny County Department of Human Services,UFA,Allegheny County Department of Human Services,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Allegheny County Housing Authority (ACHA),4%,Yes,Yes,Housing Authority of the City of Pittsburgh (HACP),28%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36.0,36.0,1.0,Yes,Yes,Yes,No,Yes,No,HIC,879,618,Yes,Yes,Yes,Yes,Yes,03/28/2024,3,1,7,0,2,1,04/09/2024,Yes,Yes,Yes,Yes,Yes,110,32,PH-PSH,Yes,,,10/15/2024,Yes,10/24/2024,10/24/2024,Green River,Single CoC,04/15/2024,981,82,978,0.997,170,0,170,1.0,618,172,618,1.0,2131,0,1692,0.794,0,0,0,1.0,Yes,01/30/2024,04/04/2024,Yes,Yes,No,No
PA-601,2022,6,3,0.5,1,1,0,PA-601,Western Pennsylvania CoC,Commonwealth of Pennsylvania,CA,Commonwealth of Pennsylvania,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Nonexistent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Lawrence County Housing Authority,16%,Yes,No,Westmoreland County Housing Authority,5%,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,56.0,56.0,1.0,Yes,No,Yes,No,Yes,No,HMIS,734,981,Yes,Yes,Yes,Yes,Yes,09/30/2022,3,1,9,2,1,1,08/16/2022,Yes,Yes,Yes,Yes,Yes,100,56,PH-PSH,No,Yes,Yes,09/13/2022,Yes,09/28/2022,09/28/2022,Eccovia/ClientTrack,Multiple CoCs,04/21/2022,739,228,204,0.3992,270,21,215,0.8635,981,155,826,1.0,1252,76,999,0.8495,51,0,20,0.3922,Yes,01/26/2022,04/21/2022,Yes,Yes,No,Yes
PA-601,2023,6,3,0.5,1,1,0,PA-601,Western Pennsylvania CoC,Commonwealth of Pennsylvania,CA,Commonwealth of Pennsylvania,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Lawrence County Housing Authority,31%,Yes,No,Westmoreland County Housing Authority,21%,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,56.0,56.0,1.0,Yes,No,Yes,No,Yes,No,HMIS,910,877,Yes,Yes,Yes,Yes,Yes,09/28/2023,18,7,18,7,1,1,07/11/2023,Yes,Yes,Yes,Yes,Yes,100,53,PH-PSH,No,,,09/12/2023,Yes,09/26/2023,09/28/2023,Eccovia/ClientTrack,Multiple CoCs,04/11/2023,763,180,187,0.3208,310,18,234,0.8014,579,143,436,1.0,1228,80,1004,0.8746,52,0,20,0.3846,Yes,01/25/2023,04/11/2023,Yes,Yes,No,Yes
PA-601,2024,6,2,0.333,0,1,1,PA-601,Western Pennsylvania CoC,Commonwealth of Pennsylvania,CA,Commonwealth of Pennsylvania,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Lawrence County Housing Authority,24%,Yes,No,Westmoreland County Housing Authority,16%,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,63.0,63.0,1.0,No,Yes,No,Yes,No,No,HIC,579,821,Yes,Yes,Yes,Yes,Yes,05/21/2024,18,7,18,7,4,4,08/05/2024,Yes,Yes,Yes,Yes,Yes,100,57,PH-PSH,No,No,Yes,10/08/2024,Yes,10/28/2024,10/28/2024,Eccovia/ClientTrack,Multiple CoCs,05/08/2024,602,192,415,0.5227,267,10,170,0.6137,592,229,821,1.0,1017,80,991,0.9034,100,0,28,0.4667,Yes,01/24/2024,05/08/2024,Yes,Yes,No,Yes
PA-603,2024,6,6,1.0,1,1,1,PA-603,Beaver County CoC,County of Beaver,CA,County of Beaver,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Nonexistent,Yes,Yes,Yes,No,Yes,Nonexistent,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Housing Authority of the County of Beaver,34%,Yes,Yes,,,,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,6.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,128,130,Yes,Yes,Yes,Yes,Yes,06/30/2023,8,3,8,3,8,3,08/08/2024,Yes,Yes,Yes,Yes,Yes,47,8,PH-PSH,No,,,10/08/2024,Yes,10/23/2024,10/23/2024,Eccovia,Multiple CoCs,05/08/2024,69,20,89,1.0,12,0,12,1.0,101,0,101,1.0,195,0,195,1.0,0,0,0,0.0,Yes,01/22/2024,05/01/2024,No,Yes,No,No
